arm_one,arm_two,arm_three,arm_four,arm_five,arm_six,arm_seven,drink_x,drink_y,drink_z,hand_x,hand_y,hand_z,finger_lt0,finger_rg0,finger_md0,finger_if0,finger_if1,finger_if2,finger_tb0,finger_tb1,finger_tb2,act_arm_one,act_arm_two,act_arm_three,act_arm_four,act_arm_five,act_arm_six,act_arm_seven,act_finger_lt0,act_finger_rg0,act_finger_md0,act_finger_if0,act_finger_if1,act_finger_if2,act_finger_tb0,act_finger_tb1,act_finger_tb2
0.7499993265530586,0.499999330580453,0.4999996265542066,-7.360130277361218e-07,0.5000001669068297,0.5000092770635832,0.4984130028106584,0.9001515262059686,0.7964771714485412,0.050509716668447724,0.9491839199151476,1.0723921154889355,0.2514671369303485,-1.5496555921230138e-09,5.55135265580113e-09,3.807996399229804e-09,3.362920272591719e-08,3.2052401168814394e-09,1.3724028121305653e-08,0.5002547878500515,2.0346125297117083e-09,5.342450326024904e-08,0.7420372750331757,0.492039293694395,0.4999660474691918,0.031841370070772555,0.5063157299310488,0.5060563358534385,0.4861466685705341,0.0043771766787915395,0.0060159493832232245,0.00989732445068732,1.1606303665969158e-08,0.023762865652602497,2.060678052873848e-08,0.5000637250234429,0.019490647078058542,0.16084572823561896
0.7420372750331757,0.492039293694395,0.4999660474691918,0.031841370070772555,0.5063157299310488,0.5060563358534385,0.4861466685705341,0.9001515262059686,0.8012553016836614,0.05050971666844771,0.95196868629394,1.0523026786414547,0.28849870305689274,0.0043771766787915395,0.0060159493832232245,0.00989732445068732,1.1606303665969158e-08,0.023762865652602497,2.060678052873848e-08,0.5000637250234429,0.019490647078058542,0.16084572823561896,0.7340750674696122,0.4856761948467246,0.4977652713167563,0.06368458126344817,0.5029984258862104,0.5109882075482022,0.4701803992024528,0.005127088958877119,0.007434532506686694,0.01237294732529339,8.439425276504365e-09,0.02867096570021752,2.2355403370576805e-08,0.5000159276190913,0.024367886032735767,0.18539038639656125
0.7340750674696122,0.4856761948467246,0.4977652713167563,0.06368458126344817,0.5029984258862104,0.5109882075482022,0.4701803992024528,0.9001515262059686,0.8042947206214326,0.050509716668447724,0.9514236276268112,1.0326009985524325,0.3181150913045048,0.005127088958877119,0.007434532506686694,0.01237294732529339,8.439425276504365e-09,0.02867096570021752,2.2355403370576805e-08,0.5000159276190913,0.024367886032735767,0.18539038639656125,0.726112834611771,0.4836828866227297,0.497747725977462,0.0955289445246925,0.4985296372799421,0.5122197566261114,0.4581452870418926,0.00522834765393468,0.007789272277293183,0.012905752375917751,7.595773905519065e-09,0.03179600255500493,2.4387015155481252e-08,0.5000039824477498,0.024207428412140856,0.18635395479504974
0.726112834611771,0.4836828866227297,0.497747725977462,0.0955289445246925,0.4985296372799421,0.5122197566261114,0.4581452870418926,0.9001515262059686,0.8062393398776908,0.050509716668447724,0.9499672431717328,1.0150283306590595,0.32681134150392205,0.00522834765393468,0.007789272277293183,0.012905752375917751,7.595773905519065e-09,0.03179600255500493,2.4387015155481252e-08,0.5000039824477498,0.024207428412140856,0.18635395479504974,0.7181505920549962,0.4847408846024108,0.4995595011072544,0.12737289786435946,0.4987392725745972,0.5183874141981756,0.4611470317887308,0.00568497580023218,0.00874058583565118,0.015022996416148628,6.830343519778337e-09,0.033784985838008284,2.9737881211680783e-08,0.5000009970391369,0.02554745811862165,0.1758980248631093
0.7181505920549962,0.4847408846024108,0.4995595011072544,0.12737289786435946,0.4987392725745972,0.5183874141981756,0.4611470317887308,0.9001515262059686,0.8074835067603807,0.05050971666844771,0.948546059849091,0.9993589951520157,0.32204582888289895,0.00568497580023218,0.00874058583565118,0.015022996416148628,6.830343519778337e-09,0.033784985838008284,2.9737881211680783e-08,0.5000009970391369,0.02554745811862165,0.1758980248631093,0.7101883523731839,0.487095025464825,0.498985463416977,0.15921694508199144,0.5066207760306084,0.5225371019426943,0.4670246984026892,0.006316680188929828,0.009840987503902015,0.01857132516910457,5.886577565502858e-09,0.037214973176340316,3.499131690738269e-08,0.5000002506112063,0.020591951062760346,0.15258306601465396
0.7101883523731839,0.487095025464825,0.498985463416977,0.15921694508199144,0.5066207760306084,0.5225371019426943,0.4670246984026892,0.9001515262059686,0.808279524400853,0.05050971666844771,0.9464950024217565,0.983644928391076,0.31069060624109507,0.006316680188929828,0.009840987503902015,0.01857132516910457,5.886577565502858e-09,0.037214973176340316,3.499131690738269e-08,0.5000002506112063,0.020591951062760346,0.15258306601465396,0.7022261061956457,0.4888887669867184,0.4972794945334444,0.19106120162901985,0.5127933316311554,0.5093520409923527,0.4770594616653997,0.00716470085257952,0.010547465018371761,0.02101131770460416,6.414628057724014e-09,0.0372102575207312,3.859753697332244e-08,0.5000000641352178,0.012912262063344995,0.15020127615206855
0.7022261061956457,0.4888887669867184,0.4972794945334444,0.19106120162901985,0.5127933316311554,0.5093520409923527,0.4770594616653997,0.9001515262059686,0.8087888162754074,0.050509716668447724,0.9431320039160286,0.972051297766509,0.3003952546449876,0.00716470085257952,0.010547465018371761,0.02101131770460416,6.414628057724014e-09,0.0372102575207312,3.859753697332244e-08,0.5000000641352178,0.012912262063344995,0.15020127615206855,0.6942638768479297,0.4908186269623964,0.4957660023816096,0.22290563431764732,0.5129862939446465,0.4997966010914136,0.4828310732086663,0.007376780996887175,0.010465335391237816,0.020758839825815414,4.9400182900974254e-09,0.034103483214236445,4.183777240884356e-08,0.5000000173780152,0.008921184591848786,0.1489168220911427
0.6942638768479297,0.4908186269623964,0.4957660023816096,0.22290563431764732,0.5129862939446465,0.4997966010914136,0.4828310732086663,0.9001515262059686,0.809114661081225,0.050509716668447724,0.9386451146229734,0.9596627237320338,0.28904621092620914,0.007376780996887175,0.010465335391237816,0.020758839825815414,4.9400182900974254e-09,0.034103483214236445,4.183777240884356e-08,0.5000000173780152,0.008921184591848786,0.1489168220911427,0.6863016546502216,0.4920878880896285,0.4944331168382944,0.2547501800468889,0.514479821031616,0.4994095947155708,0.4840236381077213,0.0073435208045878626,0.010358516905638361,0.019660487844970664,4.905772794769048e-09,0.03142890704298012,4.546124276023062e-08,0.5000000056619192,0.007463581237243453,0.14272997026839446
0.6863016546502216,0.4920878880896285,0.4944331168382944,0.2547501800468889,0.514479821031616,0.4994095947155708,0.4840236381077213,0.9001515262059686,0.8093231365012798,0.05050971666844773,0.9332089720564573,0.945298197820615,0.2808848502795556,0.0073435208045878626,0.010358516905638361,0.019660487844970664,4.905772794769048e-09,0.03142890704298012,4.546124276023062e-08,0.5000000056619192,0.007463581237243453,0.14272997026839446,0.6783394382911356,0.4932759503493391,0.49423250573662,0.28659470825514416,0.5163383825180687,0.4988959544056494,0.4847764328526924,0.007335201837440894,0.010331809017208433,0.019385875892744323,5.611229820897944e-09,0.030760240910517045,4.922009863617175e-08,0.5000000027952027,0.007099220208286236,0.14118313520633713
0.6783394382911356,0.4932759503493391,0.49423250573662,0.28659470825514416,0.5163383825180687,0.4988959544056494,0.4847764328526924,0.9001515262059686,0.8094565190195557,0.050509716668447724,0.926934727996874,0.9313529412124606,0.27420349203806116,0.007335201837440894,0.010331809017208433,0.019385875892744323,5.611229820897944e-09,0.030760240910517045,4.922009863617175e-08,0.5000000027952027,0.007099220208286236,0.14118313520633713,0.6703772358495173,0.4940643638683183,0.4934888262936874,0.3184392128236306,0.5167931053695711,0.4984117964417292,0.4853922938338381,0.007333121616946638,0.0103251321574392,0.019317223960071614,5.772344498053128e-09,0.0305930811646145,5.2538842312859217e-08,0.5000000020824662,0.007008138922025686,0.14079643013369322
